crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,repeat,seed,best_score,n_nodes,n_edges,in_degree_max,out_degree_max,elapsed_sec,error
0.5,5,0.6,0.2,0,18974,,,,,,42.653730320744216,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.7,0.3,0,19081,,,,,,59.37437503319234,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.9,0.1,1,21751,,,,,,52.11350541980937,"float() argument must be a string or a real number, not 'list'"
0.5,3,1.0,0.2,0,14155,,,,,,69.169581532944,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.3,1,16150,,,,,,33.144001758191735,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.6,0.3,2,17812,,,,,,63.392594958189875,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.6,0.1,0,18176,,,,,,192.53664965974167,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.4,0,20837,,,,,,43.08168935589492,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.2,2,18560,,,,,,30.660266887396574,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.2,1,18975,,,,,,43.97606937400997,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.4,0,22108,,,,,,37.90393878798932,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.1,1,16351,,,,,,31.941225150134414,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.5,0,18012,,,,,,33.98424513125792,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.7,0.5,0,17456,,,,,,60.36642048880458,"float() argument must be a string or a real number, not 'list'"
0.4,2,1.0,0.3,0,20214,,,,,,196.53596031107008,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.1,1,21905,,,,,,37.0438237269409,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.1,2,15465,,,,,,46.71166996099055,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.2,0,18903,,,,,,37.649456767831,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.9,0.2,2,18791,,,,,,54.05182910617441,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.4,2,22110,,,,,,39.98788272915408,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.8,0.1,1,17305,,,,,,61.1528090168722,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.1,2,16352,,,,,,34.41935162991285,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.3,2,17422,,,,,,33.46415837202221,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.4,1,17279,,,,,,36.69559348002076,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.3,1,17421,,,,,,33.55254438892007,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.2,1,18559,,,,,,34.07004387397319,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.5,1,18013,,,,,,36.159826576244086,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.8,0.1,2,17306,,,,,,61.75544075621292,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.9,0.4,0,20652,,,,,,55.25671297684312,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.2,1,18904,,,,,,39.41441811900586,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.2,0,18558,,,,,,35.69913950515911,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.6,0.4,2,21070,,,,,,68.58267283299938,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.5,0,19283,,,,,,34.078397951088846,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.1,0,18813,,,,,,33.733486507087946,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.9,0.3,0,20133,,,,,,185.02950376458466,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.5,1,19284,,,,,,34.52491551358253,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.4,0,18549,,,,,,35.51326660672203,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.5,2,16416,,,,,,152.68103496171534,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.1,1,18814,,,,,,34.3560727071017,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.6,0.5,2,14030,,,,,,195.44452639995143,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.4,2,18551,,,,,,36.049402030184865,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.5,1,15635,,,,,,167.63333763275295,"float() argument must be a string or a real number, not 'list'"
0.5,4,1.0,0.4,0,21243,,,,,,54.22133852588013,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.4,0,17278,,,,,,40.642416269052774,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.3,2,14118,,,,,,173.50002100784332,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.3,1,15771,,,,,,46.009392441250384,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.3,0,16149,,,,,,41.87015558220446,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.5,2,19285,,,,,,36.31858223723248,"float() argument must be a string or a real number, not 'list'"
0.5,3,1.0,0.1,0,21117,,,,,,79.17176380986348,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.2,0,19149,,,,,,35.85000359779224,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.3,1,14675,,,,,,35.199126434046775,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.4,2,17280,,,,,,41.82337633613497,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.1,0,21904,,,,,,44.28183694276959,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.3,0,14674,,,,,,35.75741799874231,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.7,0.5,2,17458,,,,,,67.87278759898618,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.3,2,20107,,,,,,163.02240949403495,"float() argument must be a string or a real number, not 'list'"
0.5,3,1.0,0.5,0,16969,,,,,,75.879800229799,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.4,0,19140,,,,,,35.50722063193098,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.1,2,18815,,,,,,37.496508195996284,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.4,1,12678,,,,,,177.21882706973702,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.4,2,21855,,,,,,185.04455896187574,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.1,2,17888,,,,,,33.5929966638796,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.1,0,17886,,,,,,35.26416224613786,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.3,1,21325,,,,,,53.92788830772042,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.3,0,17420,,,,,,41.258651099167764,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.2,1,20246,,,,,,50.74021970573813,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.1,0,19909,,,,,,51.64150045020506,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.4,2,18233,,,,,,182.4259361019358,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.3,2,14835,,,,,,32.576717806980014,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.2,1,19150,,,,,,38.585244241636246,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.7,0.2,1,12349,,,,,,73.1307656778954,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.1,1,20000,,,,,,176.4126336267218,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.2,2,17016,,,,,,35.34253547573462,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.4,1,21854,,,,,,188.9479802758433,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.7,0.3,0,15308,,,,,,200.65614317404106,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.5,0,19874,,,,,,39.59276267280802,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.4,1,18878,,,,,,35.98514370620251,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.4,0,18877,,,,,,36.30901788221672,"float() argument must be a string or a real number, not 'list'"
0.5,4,1.0,0.1,0,14213,,,,,,64.87564270710573,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.4,1,20838,,,,,,57.98356347903609,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.3,2,17978,,,,,,32.42281771916896,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.4,2,19142,,,,,,41.78144010016695,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.5,1,17740,,,,,,37.223963890224695,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.2,1,17015,,,,,,41.24849516386166,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.3,2,21326,,,,,,61.446319735608995,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.5,0,17739,,,,,,39.1303509878926,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.4,2,18534,,,,,,35.23202695418149,"float() argument must be a string or a real number, not 'list'"
0.5,4,1.0,0.4,2,21245,,,,,,65.4875407111831,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.5,0,17394,,,,,,35.03883309010416,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.4,2,12980,,,,,,166.8432845370844,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.2,0,20526,,,,,,182.76300436910242,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.2,0,17014,,,,,,42.897974675986916,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.1,1,15554,,,,,,186.9866755590774,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.2,2,15329,,,,,,33.79668031493202,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.2,2,20247,,,,,,60.12943256366998,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.5,0,20970,,,,,,57.47782211797312,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.2,2,19151,,,,,,48.095744602847844,"float() argument must be a string or a real number, not 'list'"
0.5,4,1.0,0.3,0,17985,,,,,,70.70112107042223,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.9,0.3,1,13907,,,,,,72.78360776090994,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.2,0,17684,,,,,,168.30012950394303,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.1,2,15555,,,,,,189.35585643630475,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.1,0,16479,,,,,,200.30688288714737,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.2,0,20245,,,,,,62.76699082413688,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.1,0,16350,,,,,,55.54377547604963,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.5,2,20972,,,,,,59.58870985498652,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.4,1,14974,,,,,,34.30751531198621,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.5,2,12566,,,,,,36.18288433691487,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.4,1,19141,,,,,,51.53343506203964,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.3,0,19971,,,,,,38.724545827135444,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.4,2,13704,,,,,,38.31766847521067,"float() argument must be a string or a real number, not 'list'"
0.5,4,0.9,0.5,2,15771,,,,,,76.32290726201609,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.5,0,15707,,,,,,35.761426218319684,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.1,1,15855,,,,,,38.465173008386046,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.4,1,21308,,,,,,30.817092038691044,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.3,0,14417,,,,,,38.557028600014746,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.4,0,14973,,,,,,38.51217361399904,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.5,2,19876,,,,,,54.26840153010562,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.2,0,20017,,,,,,32.51188662322238,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.3,0,15008,,,,,,34.983977601863444,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.3,2,15772,,,,,,67.27668017335236,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.5,2,18014,,,,,,61.816953361965716,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.2,1,16599,,,,,,39.61216862918809,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.4,2,20839,,,,,,72.19158311886713,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.1,0,19999,,,,,,194.37882163608447,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.5,1,20971,,,,,,66.1205367022194,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.3,0,17976,,,,,,47.4734166697599,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.1,1,16200,,,,,,45.55947748478502,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.1,1,22333,,,,,,52.21049900399521,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.4,0,15564,,,,,,37.076311090029776,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.2,0,16598,,,,,,41.76679670996964,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.2,1,20018,,,,,,35.31789703387767,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.2,1,21289,,,,,,32.099302196875215,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.8,0.3,2,16151,,,,,,66.3600471233949,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.6,0.2,2,18976,,,,,,76.17856748215854,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.3,1,22023,,,,,,32.065474807750434,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.4,2,15566,,,,,,38.095908167771995,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.3,0,14833,,,,,,55.77641616901383,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.4,0,21307,,,,,,35.69884434621781,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.1,1,17887,,,,,,58.10674577811733,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.2,0,21288,,,,,,33.46449658181518,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.7,0.4,1,22109,,,,,,70.75105773797259,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.5,1,19875,,,,,,59.150379945058376,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.2,1,15328,,,,,,47.93874648818746,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.4,0,18532,,,,,,50.576011860743165,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.3,2,20753,,,,,,36.8801474259235,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.1,2,16981,,,,,,37.74568482302129,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.6,0.5,2,17741,,,,,,55.06524871522561,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.1,2,16201,,,,,,48.59460853924975,"float() argument must be a string or a real number, not 'list'"
0.5,5,1.0,0.3,2,14676,,,,,,61.77611474972218,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.2,2,17191,,,,,,43.11415590997785,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.3,2,14419,,,,,,46.258460907731205,"float() argument must be a string or a real number, not 'list'"
0.5,5,0.9,0.4,1,18550,,,,,,67.05993374576792,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.4,2,15755,,,,,,35.999717321712524,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.3,0,17192,,,,,,34.31329834694043,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.4,1,15565,,,,,,43.477970532141626,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.2,0,15327,,,,,,52.69751604879275,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.1,0,22332,,,,,,59.29886569175869,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.1,2,21238,,,,,,46.88917616195977,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.1,0,16199,,,,,,55.190623701084405,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.2,2,20019,,,,,,43.25585593190044,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.5,0,12564,,,,,,52.41253562597558,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.5,1,12487,,,,,,37.43107845867053,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.4,0,19019,,,,,,33.21774100093171,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.2,1,18331,,,,,,37.97101044468582,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.5,1,21391,,,,,,31.279416675679386,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.4,0,17748,,,,,,37.03372194292024,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.1,1,16980,,,,,,45.65746669890359,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.2,0,18330,,,,,,38.53968795388937,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.1,0,15282,,,,,,33.83385456399992,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.5,2,15709,,,,,,50.2595763457939,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.3,0,22022,,,,,,41.84207448316738,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.2,1,18286,,,,,,60.28050958411768,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.3,1,17193,,,,,,38.62456372892484,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.1,2,14693,,,,,,36.50962665164843,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.3,1,14418,,,,,,51.833453281316906,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.4,1,18533,,,,,,58.6477040797472,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.5,0,21390,,,,,,33.23310626298189,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.1,1,14692,,,,,,37.80292116710916,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.3,2,22024,,,,,,43.62973907915875,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.4,2,21309,,,,,,46.55684622563422,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.4,2,19021,,,,,,37.50390544580296,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.4,0,16273,,,,,,35.79724144330248,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.1,2,22334,,,,,,65.3163353712298,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.4,2,20814,,,,,,32.04255973082036,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.1,0,16979,,,,,,50.36885135388002,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.2,0,17189,,,,,,54.10113554308191,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.3,2,20258,,,,,,34.71502810437232,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.1,0,18250,,,,,,48.47166000632569,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.3,2,16849,,,,,,40.7141961758025,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.5,1,14137,,,,,,39.87041977001354,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.2,2,18332,,,,,,44.19183072214946,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.1,2,17757,,,,,,32.09382081218064,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.1,0,21236,,,,,,56.148320234846324,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.1,2,20247,,,,,,44.99424350913614,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.4,1,13703,,,,,,61.306476027239114,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.5,1,17395,,,,,,64.81783697102219,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.3,0,20751,,,,,,52.64510117704049,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.2,1,19602,,,,,,43.65786842210218,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.1,0,20245,,,,,,46.77146203815937,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.5,0,14136,,,,,,42.064206534065306,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.2,2,16822,,,,,,38.85781423468143,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.5,1,12565,,,,,,62.60310991667211,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.5,2,14483,,,,,,45.32186578121036,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.7,0.5,2,17396,,,,,,66.44478747528046,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.5,1,17915,,,,,,56.15028304094449,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.5,0,17545,,,,,,36.44261642359197,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.3,0,16847,,,,,,44.81344934087247,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.4,0,13702,,,,,,64.92374840611592,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.5,1,14482,,,,,,47.41486711287871,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.1,1,18251,,,,,,52.86475979490206,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.1,0,17755,,,,,,37.11765916086733,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.5,1,18041,,,,,,53.89294381905347,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.5,2,21392,,,,,,42.33468707604334,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.5,2,21993,,,,,,32.8360954769887,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.8,0.3,1,19972,,,,,,66.60628660814837,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.3,1,14703,,,,,,34.9721719622612,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.1,0,15854,,,,,,65.09543289290741,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.3,2,17194,,,,,,51.57934798486531,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.3,1,15009,,,,,,61.292367697227746,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.1,1,17756,,,,,,40.01062450790778,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.3,0,20256,,,,,,44.161441933363676,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.1,1,15283,,,,,,47.28775886306539,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.8,0.5,2,13988,,,,,,30.033870887942612,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.4,0,15258,,,,,,36.8009916478768,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.3,2,14704,,,,,,36.95179105037823,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.5,2,18042,,,,,,57.13219260703772,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.8,0.5,0,13986,,,,,,30.975262336898595,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.5,1,17546,,,,,,41.17160362331197,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.2,0,21266,,,,,,40.77574189193547,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.4,2,17750,,,,,,52.46765476325527,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.2,1,16821,,,,,,46.327144311740994,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.1,1,14613,,,,,,47.594860828947276,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.5,2,14138,,,,,,50.5956825199537,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.5,0,18040,,,,,,60.47581773903221,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.1,1,20246,,,,,,56.21922265086323,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.5,0,12486,,,,,,57.91854247963056,"float() argument must be a string or a real number, not 'list'"
0.6,1,0.9,0.2,2,16600,,,,,,69.45672158710659,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.4,0,15753,,,,,,58.84426123974845,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.8,0.1,0,12925,,,,,,40.002700165845454,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.5,2,17547,,,,,,45.4957314170897,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.6,0.3,1,20752,,,,,,63.87076966185123,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.9,0.1,2,14198,,,,,,34.52185569610447,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.2,2,21290,,,,,,61.059590748976916,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.8,0.1,2,12927,,,,,,40.38455724762753,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.9,0.3,2,17970,,,,,,32.48494361806661,"float() argument must be a string or a real number, not 'list'"
0.6,1,1.0,0.5,0,17914,,,,,,66.91885009594262,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.1,2,14614,,,,,,50.94677586527541,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.8,0.4,1,17749,,,,,,57.860494271852076,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.6,0.1,0,14612,,,,,,51.715481645893306,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.8,0.1,1,12926,,,,,,42.90547422319651,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.1,2,15284,,,,,,55.195051595102996,"float() argument must be a string or a real number, not 'list'"
0.6,2,1.0,0.2,0,20192,,,,,,55.232052645180374,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.9,0.1,0,14196,,,,,,38.23409854900092,"float() argument must be a string or a real number, not 'list'"
0.6,4,0.6,0.1,0,17952,,,,,,31.20609812112525,"float() argument must be a string or a real number, not 'list'"
0.6,4,0.6,0.4,0,17071,,,,,,30.01689173001796,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.9,0.2,2,19603,,,,,,59.17152560595423,"float() argument must be a string or a real number, not 'list'"
0.6,2,0.7,0.5,2,12488,,,,,,62.83477925602347,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.7,0.5,0,21991,,,,,,46.28524747118354,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.9,0.3,1,17969,,,,,,36.9899242175743,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.9,0.5,0,18432,,,,,,36.78597017703578,"float() argument must be a string or a real number, not 'list'"
0.6,4,0.6,0.3,2,16517,,,,,,32.274866802152246,"float() argument must be a string or a real number, not 'list'"
0.6,3,0.9,0.5,1,18433,,,,,,36.735102532897145,"float() argument must be a string or a real number, not 'list'"
