crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,mean,std,count
0.3,2,0.8,0.3,-122868.68902531342,2051.058394222507,2
0.3,5,0.9,0.4,-122914.28410386162,239.0286083490231,2
0.4,2,0.6,0.3,-122915.10111104607,1958.0291921813784,2
0.2,4,0.9,0.3,-122918.39354474517,823.8589447914657,2
0.2,2,0.7,0.1,-122918.52000575338,5199.55668936668,2
0.3,5,0.9,0.5,-122922.66533150221,467.65799429136496,2
0.5,5,0.6,0.3,-122924.10900534714,281.40289527485334,2
0.5,2,0.8,0.2,-122952.6526759665,2543.5802826554464,2
0.2,5,0.7,0.4,-122960.3969481558,178.69421518609042,2
0.6,3,0.7,0.2,-122961.24866800044,601.1006118324714,2
0.2,1,0.9,0.3,-122978.72787756007,2531.4377063632164,2
0.5,1,1.0,0.5,-122988.52390466958,3179.256575930497,2
0.5,2,1.0,0.4,-123012.6318214859,2597.427272743732,2
0.5,5,1.0,0.3,-123018.42029741645,439.7635504919609,2
0.5,5,0.8,0.5,-123026.31393356127,868.4097425319155,2
0.5,5,1.0,0.2,-123028.95692489888,2486.9460015555237,2
0.6,1,1.0,0.5,-123033.10371716283,1809.2471930761446,2
0.2,2,0.9,0.4,-123033.89133030268,1917.5136060530117,2
0.5,4,0.7,0.4,-123035.08407228094,5697.028576016397,2
0.5,2,0.9,0.5,-123041.80642372265,2966.8347453949405,2
0.4,2,0.6,0.1,-123055.64389396884,1522.7263609875263,2
0.5,1,0.9,0.4,-123057.15378509379,924.9053757162171,2
0.2,3,0.9,0.4,-123057.8697205854,2959.273651622238,2
0.5,5,0.8,0.2,-123058.26282790769,61.43838224971673,2
0.3,3,0.6,0.4,-123059.00027768593,127.90001966502417,2
0.2,1,0.8,0.3,-123069.89178608803,801.3199357596433,2
0.6,3,0.8,0.5,-123069.99685580752,1097.1617216043724,2
0.5,4,1.0,0.2,-123086.80529766672,4487.107230013858,2
0.3,1,0.8,0.2,-123089.54964103454,3310.059853129787,2
0.5,1,0.7,0.2,-123110.48825679187,2225.8017692184935,2
0.4,5,0.8,0.3,-123114.51301168164,4211.82448835486,2
0.5,5,1.0,0.5,-123124.3575055129,388.7782179403037,2
0.3,1,0.8,0.4,-123140.7432474065,1897.604840012959,2
0.4,4,0.6,0.1,-123141.37229862524,1662.1416846476059,2
0.4,4,0.7,0.3,-123143.2371075886,1369.2211443993153,2
0.6,2,1.0,0.3,-123148.4094532546,511.7604605432463,2
0.5,1,0.6,0.3,-123148.63689175894,576.3407846226607,2
0.5,1,0.8,0.3,-123153.29707064247,776.275355184637,2
0.5,1,0.8,0.4,-123165.7869271713,1482.0756821095752,2
0.4,4,0.8,0.5,-123170.91888613309,2565.478910268955,2
0.6,2,0.8,0.3,-123174.9759055787,1302.968830063131,2
0.2,5,0.8,0.2,-123176.47036399071,980.8803943389596,2
0.4,4,1.0,0.3,-123196.79204764869,584.2572349911253,2
0.5,4,0.9,0.2,-123198.95849789793,1519.7990010057702,2
0.3,4,0.6,0.4,-123208.3568067659,577.7224026313419,2
0.5,2,0.8,0.4,-123212.27977892166,130.14738869548512,2
0.4,4,0.9,0.5,-123221.54295474189,1919.4463386394227,2
0.3,3,0.8,0.3,-123232.81974167762,965.9538905213005,2
0.2,4,0.6,0.3,-123237.81568826234,1938.1268811902144,2
0.5,1,1.0,0.4,-123250.39257050728,292.028629231944,2
0.6,4,0.9,0.5,-123276.77602778723,1051.8755827229465,2
0.2,2,0.7,0.2,-123285.87285639357,1303.7653484601594,2
0.6,1,0.8,0.1,-123287.93776574093,2542.979198751011,2
0.6,4,0.9,0.2,-123291.57442260942,3445.034016033072,2
0.6,5,0.7,0.3,-123294.35144277322,1584.3432077468249,2
0.2,2,0.6,0.4,-123304.50857327062,2534.6516951049707,2
0.2,4,0.7,0.5,-123304.74297559864,56.24106658435584,2
0.4,5,0.9,0.5,-123322.95694506977,880.9169295891893,2
0.4,2,0.6,0.4,-123333.20781165508,1683.258813711918,2
0.6,5,0.7,0.1,-123344.06152755761,1495.9685070902299,2
0.2,1,0.7,0.4,-123344.78289426657,3093.9301740959204,2
0.3,3,0.7,0.5,-123347.19107290072,1657.25576286934,2
0.4,5,0.8,0.4,-123388.94418134558,1327.8293512071282,2
0.5,2,0.6,0.1,-123391.00505460853,1189.1158977596826,2
0.3,1,0.8,0.5,-123391.58415697541,1084.948639428273,2
0.3,5,0.6,0.2,-123391.67741117594,1925.7741898758736,2
0.4,2,0.7,0.2,-123392.48651823416,831.619575031262,2
0.2,5,1.0,0.4,-123398.59664991789,3431.4621886449763,2
0.6,2,0.7,0.1,-123407.79227273681,3547.418958257758,2
0.6,4,0.7,0.2,-123412.76866341596,2192.735570695499,2
0.3,1,0.8,0.1,-123414.56062446751,946.9273980261706,2
0.2,2,0.8,0.5,-123420.75365541139,2567.722508958098,2
0.6,3,0.6,0.2,-123452.84175147837,2641.431921698692,2
0.2,5,0.8,0.4,-123453.26502674936,1312.2983292199178,2
0.5,5,1.0,0.4,-123456.3355116715,201.69359400437907,2
0.5,4,1.0,0.3,-123458.57414760345,1822.976258579432,2
0.5,4,0.8,0.5,-123464.7247097194,10.415311004373214,2
0.3,3,0.6,0.1,-123465.635739148,2856.5405432819866,2
0.6,4,0.6,0.3,-123465.66213960144,1755.8147472787673,2
0.3,1,0.8,0.3,-123471.8997973578,1777.0546025388007,2
0.6,3,1.0,0.4,-123473.0690090211,1004.0640297170836,2
0.3,1,0.9,0.4,-123488.95096105478,3153.323002846463,2
0.3,5,0.8,0.1,-123491.6230648357,855.8156850700367,2
0.4,3,0.7,0.5,-123492.86436134696,1967.632357220101,2
0.2,5,0.8,0.1,-123497.30382712663,431.66326294376256,2
0.3,5,0.7,0.4,-123507.78169960153,1876.9644384028184,2
0.6,4,0.7,0.3,-123518.64569896462,1483.883328407696,2
0.6,5,0.7,0.5,-123530.3472292223,1674.5270542114445,2
0.4,5,0.6,0.2,-123532.70342733053,1572.451314374533,2
0.3,4,0.7,0.5,-123534.65938662254,2177.6965322698074,2
